news_date,news_text
2018 Apr 17,ابعاد مختلف بحران آب در کشور هر روز در حال گسترش است؛ اخبار اعتراضات کشاورزان اصفهانی نسبت به انتقال آب زاینده‌رود به یزد حاکی از عمق بحران است.
2018 Apr 17,یکی از دغدغه‌هایی که امروز ما درکشور داریم دغدغه گسترش آسیب‌های اجتماعی و نگرانی شاخص‌های سلامت روانی و اجتماعی است.
2018 Apr 17,موضوع گفت‌وگوی ملی به‌عنوان مطالبه دولت و ایده مطرح شده از سوی اسحاق جهانگیری، معاون اول رئیس‌جمهور از سطح فعالان سیاسی پایتخت به سایر شهرها نیز کشیده شده است.
2018 Apr 17,روزهای ابتدایی سال تحصیلی96 با خبر آتش گرفتن یک مدرسه 60 ساله در حوالی خیابان سبلان تهران آغاز شد و به جای آنکه دانش‌آموزان مدرسه طبرسی، سر صف‌های صبحگاه، سرود آغاز‌ ماه مهر را بخوانند، هراسان از آتش، فرار کردند تا مبادا باز یک ساختمان قدیمی این شهر، پلاسکویی دیگر شود و جان‌‌ها را قربانی خود کند
2018 Apr 17,کلینیک‌های درمانگاهی شهرداری تهران از نظر امکانات و خدماتی که ارائه می‌دهند طی سال‌جاری و به مرور تکمیل می‌شوند.
2018 Apr 18,زن میانسال موقع حرف‌زدن دائم پر چادر مشکی‌اش را بالا و پایین می‌برد و با لهجه مشهدی، مضطربانه از آقامنصور می‌خواهد که همکار عریضه‌نویس‌اش را که 8‌ماه پیش همین‌جا برای او نامه نوشته پیدا کند.
2018 Apr 18,طرح ایجاد140هزار شغل در بخش گردشگری و صنایع‌دستی از مدتی پیش در دستور کار سازمان میراث فرهنگی، صنایع‌دستی و گردشگری کشور قرار گرفت
2018 Apr 18,وزرای خارجه اتحادیه اروپا پس از طرح موضوع تحریم‌های جدید علیه ایران، درباره تصویب این تحریم به توافق نرسیدند و تصمیم‌گیری در این زمینه را به 23اردیبهشت موکول کردند.
2018 Apr 18,افزایش تولید و رقابت‌پذیری آن و همچنین داشتن ایده‌های خدمت‌رسان در قالب جهانی می‌توانند پیش‌برند‌های اقتصادی هر کشوری به‌شمار آیند.
2018 Apr 18,جناب آقای نجفی شهردار محترم و مستعفی تهران را اکثر مردم می‌شناسند.
2018 Apr 18,شعب منتخب بانک ملی در سراسر ایران شاهد ترافیک مراجعه‌کنندگان است .
2018 Apr 18,درست در همان روزی که در فضای مجازی از غیبت معنادار وزیر بهداشت، درمان و آموزش پزشکی در جلسات هیأت دولت صحبت بود و شایعه استعفای او از وزارت داغ می‌شد، حسن قاضی‌زاده هاشمی به مجلس رفت.
2018 Apr 18,سرمربی استقلال در گفت‌وگو با همشهری ورزشی می‌گوید برخی از اطرافیان باشگاه می‌خواهند برای او و تیمش مشکل‌ درست کنند.
2018 Apr 19,حضرت آیت‌الله خامنه‌ای رهبر معظم انقلاب اسلامی صبح روز گذشته در دیدار وزیر، مسئولان و جمعی از کارکنان وزارت اطلاعات، مجموعه وزارت را برآمده از انقلاب و فرزندان امام و انقلاب خواندند
2018 Apr 19,افت بارندگی در سال آبی جاری، شرایط را برای تأمین آب و برق مورد نیاز فصل تابستان دشوار کرده است.
2018 Apr 19,به یاد دارم زمان جنگ تلاش بر این بود که خبرگزاری جمهوری اسلامی رشد کند و هزینه هنگفتی باید صرف می‌شد که امکان‌پذیر نبود.
2018 Apr 19,روز میلاد امام حسینع را علاوه بر مسلمانان باید به همه انسان‌ها و آزادگان غیرمسلمان جهان نیز تبریک گفت زیرا ایشان یک الگوی زیست تمام عیار آزادگی و عدالت‌خواهی و انسان کامل بودن را در تاریخ بشر عرضه کرده است.
2018 Apr 19,به وظایف و ماموریت ارتش در قانون اساسی کشور مصرح در اصول 143 تا 150 اشاره شده است: مشخصا در اصل143 قانون اساسی آمده است: «ارتش جمهوری اسلامی ایران پاسداری از استقلال و تمامیت ارضی ونظام جمهوری اسلامی کشور را بر عهده دارد.»
2018 Apr 19,به مناسبت 29فروردین که به نام روز ارتش جمهوری اسلامی و نیروی زمینی نامگذاری شده است نیروهای مسلح کشورمان با سرود ماندگار «ای ایران، ‌ای مرز پرگهر» رژه رفتند.
2018 Apr 19,سرانجام پس از کش و قوس‌های فراوان، طرح ترافیک جدید تهران که قرار است بر مبنای عوارض تردد، بدون رانت برای شهروندان اجرا شود، از نیمه اردیبهشت تحولی جدید در تردد مناطق مرکزی شهر ایجاد می‌کند.
2018 Apr 19,دژاگه، در گفت‌وگو با همشهری ورزشی از آخرین شرایط خودش، تیم ملی و پیش‌بینی‌اش از سرنوشت تیم ملی ایران در جام جهانی می‌گوید
2018 Apr 21,«واکنش‌های بسیار تند کاربران شبکه‌های اجتماعی و دعواهایی که در شبکه اجتماعی پیش آمده است در 2روز گذشته به حادثه برخورد مأمور گشت ارشاد با یک دختر جوان»، «دعوا و مشاجره چند نماینده مجلس با وزیر بهداشت و رئیس‌کل بانک مرکزی»
2018 Apr 21,پرهام مقصودلو شطرنج‌باز 17 ساله‌ای که با هزینه شخصی در مسابقات مسترز شارجه شرکت کرد و قهرمان شد، به همشهری ورزشی می‌گوید فدراسیون پولی ندارد که از او حمایت کند.
2018 Apr 21,تصور کنید که در خیابان در حال راه رفتن هستید، که یکباره پلیس درصدد دستگیری فردی برمی‌آید، و آن فرد اقدام به فرار می‌کند و پلیس نیز به‌دنبال اوست.
2018 Apr 21,شده‌ایم متخصص کوبیدن آب در هاون، و بی‌خود گفته‌اند که گذشته چراغ راه آینده است و بهتر است مدام وقت و توان و روان‌مان را بگذاریم برای اختراع کردن چندباره چرخ، و آشغال‌ها را به زیر فرش جارو کنیم.
2018 Apr 21,فردا روز جهانی زمین پاک است. امسال مراسم‌های متعدد این روز با شعار «نه به کیسه‌های پلاستیکی» در سراسر جهان برگزار خواهد شد. تهران هم در این روز با برنامه‌های مختلف همگام با تمامی شهرهای جهان، فردا شعار «نه به کیسه‌های پلاستیکی» را به گوش شهروندان خواهد رساند.
2018 Apr 21,به گفته وزیر کار، حقوق بازنشستگان و حداقل‌بگیران تأمین اجتماعی امسال ۱۹.۵درصد افزایش می‌یابد.
2018 Apr 21,«در کوبا، برای آنهایی که به‌دنبال احیای کاپیتالیسم هستند، جایی نیست.»
2018 Apr 22,آمارها می‌گویند رؤیای بهبود محیط کسب‌وکار، در واپسین فصل سال گذشته نیز محقق نشده است. نتایج تازه‌ترین پایش اتاق ایران درخصوص وضعیت محیط کسب‌وکار از نگاه فعالان اقتصادی، نشان می‌دهد که میانگین کلی شاخص ملی محیط کسب‌وکار در زمستان سال گذشته به 5.80 10بدترین نمره رسیده
2018 Apr 22,مدیران ارشد دولت تدبیر و امید، اول اردیبهشت در سالن اجلاس سران تهران نشست بی‌سابقه‌ای داشتند.
2018 Apr 22,سخنان دیروز رئیس‌جمهور در همایش هم‌اندیشی مدیران دولت، فضای جدیدتری را روی مخاطبان و جامعه رأی آقای روحانی و به‌طور کلی جامعه مدنی ایران گشود.
2018 Apr 22,در آموزه‌های دینی به مسئله ارتباط صحیح با مردم اشاره شده است. زمانی که خداوند به حضرت‌موسیع رسالت و پیامبری او را اعلام و بیان می‌کند که با مردم گفت‌وگو و پیام خداوند را به مردم ابلاغ کند.
2018 Apr 22,مناقشات دریای چین جنوبی بین 2قدرت بزرگ جهانی چین و ایالات متحده موضوعی درخور توجه و تامل در محیط بین‌الملل است.
2018 Apr 22,کیم جونگ اون، رهبر کره‌شمالی، در اقدامی که تلاش جدی حکومت او برای تعامل بیشتر با دنیا خوانده می‌شود، گفته است که تمامی آزمایش‌های موشکی را تعلیق کرده و سایت‌های آزمایش هسته‌ای را هم تعطیل خواهد کرد.
2018 Apr 22,درحالی‌که بسیاری از نقاط کشور به‌دلیل بارش‌های نسبتا مطلوب بهاری روزهای خنکی را تجربه کردند، اما روز گذشته پدیده گردوغبار در برخی نقاط دیگر ازجمله در خوزستان باعث تعطیلی مدارس خرمشهر، آبادان و شادگان شد.
2018 Apr 22,از آخرین پیروزی امیر قلعه‌نویی مقابل پرسپولیس 5 سال و 11 ماه و 27 روز می‌گذرد. او امروز می‌خواهد هم این طلسم را باطل کند و هم شانس آسیایی شدن ذوب‌آهن را زنده نگه‌دارد.
2018 Apr 23,هرچند مسائل اقتصادی و معیشتی، بیکاری و بالارفتن سن ازدواج درد مشترک مردم در سراسر کشور است اما مزید اینها اخیرا چالش‌های نوظهوری رضایت اجتماعی- سیاسی مردم را نشانه گرفته است.
2018 Apr 23,در جاده شمال از سمت محمود‌آباد به طرف فریدون‌کنار، منطقه‌ای تفریحی به اسم «سرخرود» است که محل مهاجرت پرندگان مهاجر است.
2018 Apr 23,از زمان تشکیل دادگستری نوین در زمان علی اکبرخان داور، سعید مرتضوی یک قاضی کاملا استثنایی بود؛ با همه قدرتی که داشت هیچ‌گونه پایبندی به قانون نداشت.
2018 Apr 23,همیشه همین روزها که هیاهوی کتاب در بزرگ‌ترین فروشگاه-نمایشگاه کتاب می‌آغازد، ما ناشرها هم در تلاش و دوندگی دوچندان این ماجرا در خدمت فرهنگ و نشر می‌کوشیم.
2018 Apr 23,حضرت آیت‌الله خامنه‌ای، فرمانده معظم کل قوا ظهر روز گذشته در دیدار فرمانده کل ارتش و جمعی از فرماندهان نیروی زمینی، با تحسین کارآمدی و تجارب ارزشمند پرسنل قدیمی ارتش و ابراز امیدواری درباره آینده درخشان جوانان آن، بر استمرار پیشرفت و افزایش توان ارتش تأکید کرد.
2018 Apr 23,با اجرای مرحله آخر طرح رجیستری ارائه کد شناسه و رهگیری گوشی موبایل، پرونده یک دهه واردات قاچاق و عرضه این کالا در بازار مصرف کشور بسته شد
2018 Apr 23,اولین چالش جدی سینمایی وزیر فرهنگ و ارشاد اسلامی دولت دوازدهم در سومین روز از جشنواره جهانی فجر رقم خورد. روزی که وزیر به کاخ جشنواره آمد و در شب‌هنگام فیلمی به نمایش درآمد
2018 Apr 24,همزمان با هشدار مقامات اروپایی و ایرانی برای اقدامات احتمالی ترامپ علیه برجام، مسئولان چین و روسیه نیز از مقابله مشترک با اصلاح برجام سخن گفتند تا بلوک‌بندی تازه‌ای برای حفظ توافق هسته‌ای شکل بگیرد.
2018 Apr 24,بالاخره الیور استون پایش را به کاخ جشنواره جهانی فجر گذاشت؛ کارگردان آمریکایی که برای بسیاری از ایرانی‌ها قابل اعتناست و مصداق این ادعا، نگاه خاص و با فیلتر هوادارانش به ساخته‌های این فیلمساز 71ساله است.
2018 Apr 24,براساس بررسی‌های بین‌المللی، وضعیت ما در فضای کسب‌وکار مساعد نیست و از سال‌ها پیش از رتبه 180 تا حوالی رتبه 130 در حرکت بوده‌ایم.
2018 Apr 24,تحولات سیاسی ارمنستان که منجر به کناره‌گیری نخست‌وزیر این کشور شده است از جهات مختلف قابل بررسی است.
2018 Apr 24,همه‌‌چیز از یک شنیده آغاز شد. ماجرایی که در گوشی به رئیس کمیته میراث فرهنگی شورای اسلامی شهر تهران منتقل شد و حسن خلیل‌آبادی هم آن ‌را رسانه‌ای کرد.
2018 Apr 24,11روز اعتراض خیابانی در ایروان و برخی شهرهای دیگر ارمنستان، نخست‌وزیر این کشور را قانع کرد که از سمتش استعفا کند و به 10سال حضورش در قدرت پایان دهد.
2018 Apr 24,تابستان امسال برای متروی تهران گرم‌ترین فصل سال خواهد بود و 2خط جدید به چرخه خدمت‌رسانی شهری اضافه می‌شوند.
2018 Apr 25,مهاجرت شاید آخرین راه نباشد اما ساده­‌ترین گزینه پیش‌روی مردم ساکن منطقه سیستان در استان سیستان و بلوچستان است؛ مردمی که خسته از سال‌ها نبرد با خشکسالی، به‌دنبال طبیعتی مهربان­‌تر برای زندگی، حتی تا کیلومترها آن سوتر از زادگاهشان، دار و ندارشان را جمع می‌­کنند و می‌­برند
2018 Apr 25,صبح دیروز در جلسه هم‌اندیشی شورای شهر تهران چهره 7گزینه انتخاب شهردار مشخص شد.
2018 Apr 25,حدود 8 ماه از فعالیت شورای پنجم شهر تهران گذشته و در این مدت اعضا نشان داده‌اند نخستین اولویت، تقویت این نهاد تأثیرگذار در بدنه مدیریت شهری است.
2018 Apr 25,در یک دوره، پس از تصویب قانون بلدیه در عدالتخانه مجلس شورای ملی، ریاست نهاد اجرایی و نهاد نظارتی پایتخت هر دو در دست یک نفر از شاهزادگان فاضل قاجار - یعنی محمد میرزا کاشف‌السلطنه - بود.
2018 Apr 25,یکی از مفاهیم مرتبط با سرمایه اجتماعی انسجام اجتماعی است.
2018 Apr 25,رئیس‌جمهور با تأکید بر اینکه مردم و دولت ایران مسیر توسعه کشور را قدرتمندانه ادامه خواهند داد، اظهار داشت: هیچ‌کس نمی‌تواند این ملت را مایوس و امید به آینده را از آنها بگیرد.
2018 Apr 25,چرا بانک‌ها اموال و املاک اضافی‌شان را نمی‌فروشند و دست از بنگاه‌داری برنمی‌دارند و چرا قانون سفت و سخت مجلس هم نتوانسته گره ایجاد شده و به ارث رسیده از سال‌های بانکداری ایران را باز کند
2018 Apr 25,بایرن‌مونیخ و رئال‌مادرید، امشب در بازی رفت نیمه‌نهایی، برای بیست‌وپنجمین بار مقابل هم می‌ایستند؛ این پرتکرارترین رویارویی لیگ قهرمانان اروپاست.
2018 Apr 26,ام00ان0وئ0ل مک0رون، رئیس‌جمهور فرانسه که یک روز بعد از دیدارش با دونالد ترامپ رئیس‌جمهور به کنگره رفته بود در سخنرانی که با تشویق گسترده نمایندگان آمریکایی همراه شد، از برجام دفاع کرد و نسبت به تضعیف جهانی شدن با سیاست‌های دولت ترامپ هشدار داد.
2018 Apr 26,دیروز بازار کفش تبریز که طی سال‌های اخیر با مشکلات بسیاری به‌دلیل واردات بی‌رویه کفش‌های بی‌کیفیت چینی و رکود بازار مواجه است، میزبان حسن روحانی، رئیس‌جمهور کشورمان بود.
2018 Apr 26,آینده توافق هسته‌ای بین ایران و1+5این روزها بیشتر مورد توجه تحلیلگران واقع می‌شود.
2018 Apr 26,گلایه‌های اخیر رئیس‌جمهور از سکوت مدیران دولتی ناشی از فشار زیادی بود که ایشان سال‌ها آن را تحمل کرده و ناگزیر آن را مطرح کرد.
2018 Apr 26,کره‌شمالی همچون هر کشور دیگری در محیط بین‌الملل، از ابتدا به‌دنبال حفظ بقای نظام سیاسی خود بوده است.
2018 Apr 26,در روزهایی که کم‌‌آبی و افت شدید بارش‌ها همه را نگران کرده و دست‌کم 2استان مرکزی اصفهان و یزد با چالش کمبود شدید آب آشامیدنی مواجه هستند، خبر مهم و تکان‌دهنده اینکه سرانه آب شرب مصرفی هر شهروند تهرانی 220لیتر برآورد می‌شود که نسبت به میانگین جهانی دوبرابر و نسبت به الگوی مصرف در سایر شهرهای ایرانی 70لیتر بیشتر است.
2018 Apr 26,سال‌هاست که به دیدن بچه‌هایی که به درون سطل زباله خم شده و مشغول جمع‌آوری زباله هستند، عادت کرده‌ایم؛ کودکانی همچون احد و صمد، 2‌برادر زباله گردی که در آتش‌سوزی یکی از سوله‌های جمع‌آوری زباله سوختند.
2018 Apr 26,در دیدار روحانی با بازیکنان تیم والیبال نشسته ایران که به تازگی قهرمان لیگ جهانی شده‌اند، مثل همیشه، قد بلند مرتضی مهرزاد، بیش از هر چیز دیگری به چشم آمد.
2018 Apr 28,«انسجام شورا همانند 7ماه و نیم گذشته تداوم یابد»؛ این روایت محسن هاشمی از صحبت‌های یادگار امام راحل در دیدار اعضای شورای شهر تهران با او بود؛ دیداری که عصر روز پنجشنبه انجام شد.
2018 Apr 28,رهبر معظم انقلاب درخصوص اهمیت جایگاه وزارت امور خارجه در کشور تعبیری دارند با این مضمون که وزارت خارجه نیمی از دولت است.
2018 Apr 28,جشنواره جهانی فیلم فجر روز پنجشنبه در اختتامیه خود با اعلام برگزیدگان جشنواره، گام خود را در سومین ایستگاه به پایان برد. ا
2018 Apr 28,در روند تنش‌زدایی میان کره‌شمالی و کره‌جنوبی، دیدار روز گذشته رهبران 2 کره یک اتفاق تاریخی محسوب می‌شود.
2018 Apr 28,شرکت‌کنندگان در سی و پنجمین دوره مسابقات بین‌المللی قرآن کریم پنجشنبه گذشته با رهبر معظم انقلاب اسلامی دیدار کردند.
2018 Apr 28,با نزدیک‌تر شدن به زمان اعلام نظر ترامپ درباره توافق هسته‌ای، شکاف در بین مقامات کاخ سفید درباره سرنوشت برجام بیشتر شده.
2018 Apr 28,لحظه تاریخی تحولات شبه‌جزیره کره هم بالاخره فرا رسید و رهبران کره‌شمالی و جنوبی پس از 65سال تنش، بر سر حرکت به سمت صلح توافق کردند.
2018 Apr 29,معاون اول رئیس‌جمهور با بیان اینکه یکی از مهم‌ترین و اصلی‌ترین مطالبات جوانان این است که حرمت و موقعیت آنان حفظ شود، گفت: نباید در زندگی جوانان مداخله مدام و بیجا کرد.
2018 Apr 29,امروز، نهم اردیبهشت ماه، سالروز گرامیداشت تشکیل شوراهاست و در این بین شورای شهر تهران در یک ‌آزمون سرنوشت‌ساز دیگر قرار گرفته است؛ انتخاب شهردار جدید برای پایتخت.
2018 Apr 29,او را بیشتر در تهران‌گردی‌ها می‌دیدیم؛ در همه‌جای تهران البته خودش بچه ناف تهران است؛ بچه همین حوالی بازار، مسجد جامع و... . شاید همین اهل تهران قدیم بودن باعث شده این‌چنین شیفته زیبایی‌های این شهر بوده و تعصب فراوانی برای رفع مشکلاتش داشته باشد.
2018 Apr 29,8 ماه بعد از استقرار اعضای فهرست امید در شورای پنجم شهر تهران، تغییراتی در روند مدیریت شهری ایجاد شده است.
2018 Apr 29,وزیر ارتباطات و فناوری اطلاعات از آماده شدن مدل آزمایشی ارز ملی مجازی با همکاری وزارت ارتباطات با پست‌بانک و پژوهشکده پولی و بانکی بانک مرکزی خبر داد.
2018 Apr 29,بازاری با قابلیت 2هزار میلیارد تومان گردش مالی سالانه، از تیررس اقتصاد ایران دور مانده است. این جمله نشان‌دهنده وضع امروز حوزه صنایع‌دستی است؛ آن هم در سالی که با شعار حمایت از کالای ایرانی و تولید داخلی مزین شده است
2018 Apr 29,عصر روز گذشته خانه موزه سیمین و جلال افتتاح شد تا یکی از جذاب‌ترین خانه‌های تاریخی شهر تهران از این پس میزبان علاقه‌مندان به فرهنگ و هنر باشد.
2018 Apr 30,2هفته‌ای است که انتقاد از کابینه و مدیران «مأیوس» یا «ترسو» در دولت به محور اصلی سخنان رئیس‌جمهور بدل شده است.
2018 Apr 30,یک جاده شده خوره، شده بلا و افتاده به جان «معصومه». یک پیچ تند در این جاده هست که دور زندگی این زن چنبره زده و زمینگیرش کرده؛ نه معصومه که جان همه اهالی را به لب رسانده؛ همه اهالی روستاهای وطن، نوده، فارسیان و سومه‌سرا را. معصومه شب عید امسال دست و بالش باز بود. برعکس آن 18سالی که با ابراهیم زیر یک سقف زندگی می‌کرد امسال حقوق‌ها به‌موقع رسید. معصومه امسال برخلاف سال‌های گذشته صندوق صدقه خانه‌اش را باز نکرد تا برای خانه نان بخرد.
2018 Apr 30,آنچه مشخص است ما کارهایمان در حوزه‌های ارتباطی اقتصادی، اجتماعی و حتی روابط خانوادگی و دوستانه را در تلگرام تعریف کرده‌ایم.
2018 Apr 30,کودک‌کشی یکی از آسیب‌هایی است که آثار مضاعف بر جامعه دارد.
2018 Apr 30,متأسفانه در سال‌های اخیر با وجود شعارهای متعدد دولت‌ها برای حمایت از کارگران، عملا تأثیر مثبتی در وضعیت معیشت و کار و آینده ایجاد نشد.
2018 Apr 30,بازار خودروی کشور که از ماه‌های پایانی سال گذشته متاثر از توقف ثبت سفارش و افزایش نرخ ارز با جهش قیمتی خودروهای خارجی مواجه شده و شکاف قیمتی این خودروها در شرکت‌های وارد‌کننده و حاشیه بازار افزایش یافته بود
2018 Apr 30,سفیر جمهوری اسلامی ایران در آلمان اعلام کرد: بانک‌های ایرانی خاورمیانه، سامان و سینا قصد دارند برای تسهیل مراودات تجاری ایران با شرکای خارجی به‌ویژه اروپا در آلمان شعبه تاسیس کنند
2018 Apr 30,با صعود نفت مسجد سلیمان و نساجی قائمشهر، فصل آینده جنوب و شمال کشور دو تیم دوست داشتنی و پر تماشاگر در لیگ‌برتر خواهند داشت.
2018 May 01,رهبر معظم انقلاب: وظیفه دولت و مسئولان، برطرف کردن مشکلات و موانع کارآفرینان و کارگران و افزایش ظرفیت تولید واحدهای تولیدی است و وظیفه مردم نیز تصمیم و عزم جدی برای خرید کالای ایرانی است.
2018 May 01,به‌طور کلی و از بعد نظام‌های سیاسی، شوراها به مثابه نظام پارلمان شهری در زمره ارکان دموکراسی قرار می‌گیرند و با لحاظ نقش شورایاری‌ها یکی از گسترده‌ترین و عمیق‌ترین ساز و کارهای مشارکت مستقیم مردم در اداره امور خود را به نمایش می‌گذارند.
2018 May 01,می‌خواهیم از کالای ایرانی حمایت کنیم تا اقتصادمان بسامان شود و البته می‌دانیم که این کار همت بلند می‌طلبد. می‌خواهیم و باید از کالای تولید داخل حمایت کنیم تا چرخ صنعت بچرخد و سفره کارگر ایرانی کوچک‌تر نشود؛ گرچه برای استمرار نتایج این حمایت، باید درد تولید را فهمید و آن را درمان کرد.
2018 May 01,مدیرعامل شرکت آب منطقه‌ای استان کرمانشاه از سرریز 4‌سد تنگ حمام، آزادی، سلیمانشاه و زاگرس در پی بارش های اخیر خبر داد.
2018 May 01,گام‌به‌گام، گام‌های محتاط. گام‌ها تعیین‌کننده‌اند. کارگر حفاری مترو حدِ آن را می‌داند؛ چیزی حدود 30سانتی‌متر. دست‌هایشان سفت و زبر می‌نماید؛ دست‌ها کارگرند. گاه بدون لودر و بیل مکانیکی لایه‌های زیرین زمین را می‌کاوند؛ ناگزیر بنا به شرایط خاص حفاری ایستگاه‌های مترو با دست.
2018 May 01,بعد از حدود یک‌ماه گمانه‌زنی و انتشار اخبار مختلف در ارتباط با فیلترینگ شبکه اجتماعی تلگرام و تکذیب آن از سوی برخی مسئولان، در نهایت روز گذشته بازپرس شعبه دوم دادسرای فرهنگ و رسانه تهران رسما با دستور مسدودشدن این پیام‌رسان به این گمانه‌زنی‌ها پایان داد و دستور فیلترینگ این شبکه اجتماعی را صادر کرد.
2018 May 01,«دز» کهنسال آن پایین مثل پهلوانی پیر که بعد از باران چند روزه جانی دوباره یافته، خشمگین و پرغرور پایش را به دامنه لنگرکوه می‌کوبد و می‌رود؛ می‌رود که برسد به دشت‌ها و کوه‌ها و زمین‌های تشنه پایین دست و غرش بی‌امانش لرزه می‌اندازد به تن ما که 60-50 متر بالاتر معلق مانده‌ایم وسط رودخانه؛ توی گرگر وسیله‌ای آهنی برای جابه‌جایی از میان رودخانه کوچک آهنی زنگ‌زده که نه راه پس دارد و نه راه پیش.
2018 May 03,تاریخ دوباره تکرار می‌شود. فیلترینگ تلگرام بار دیگر با قطع شدن دسترسی بخشی از کاربران به مرکز بحث‌ها تبدیل شده است. محمد جواد آذری جهرمی،وزیر ارتباطات مانند گذشته استفاده صرف از فیلترینگ را رد کرده و تاکید داشته که توسعه فناوری پیوسته و توقف ناپذیر است.
2018 May 03,محمدجواد ظریف، وزیر امور خارجه کشورمان بعد از بازگشت از آمریکا و سخنرانی‌اش در شورای روابط خارجی آمریکا، این بار در دانشگاه امیرکبیر حضور یافت و بحث درباره اعتماد به نفس داخلی و اتکای به قدرت مردم را در جمع استادان و دانشجویان این دانشگاه طرح کرد.
2018 May 03,جاده معروف ابریشم در حال احیا شدن است و کشورهایی که در مسیر این جاده قرار گرفته‌اند به‌قدر بضاعت تلاش می‌کنند سهمی از تجارت هنگفت این مسیر تاریخ‌ساز را برای خود بردارند.
2018 May 03,بعد از حملات آمریکایی‌ها و هم‌پیمانانش به پایگاه‌هایی در سوریه این چندمین‌بار است که حملاتی به اهدافی در سوریه شده که ابتدا عامل آن نامشخص است.
2018 May 03,عدل و احسان از مفاهیم به هم پیوسته در فرهنگ دینی مسلمانان است. در امهات کتب اخلاق عموما پس از باب عدل، باب احسان گشوده می‌شود.
2018 May 03,رئیس سازمان میراث فرهنگی، صنایع‌دستی و گردشگری دیروز به همشهری خبر داد که هفته گذشته نامه درخواست اجرایی شدن تعطیلات زمستانی را برای اسحاق جهانگیری، معاون اول رئیس‌جمهوری ارسال کرده است.
2018 May 03,مدیرکل شبکه پایش سازمان هواشناسی کشور:‌ گرچه بارش‌های فروردین و اردیبهشت توانست تا حدی میزان بارش دریافتی کشور را افزایش دهد، اما مشکل کمبود بارش در کشور حل نشده و هنوز نسبت به میانگین بلندمدت ۳۷درصد کمبود بارش داریم.
2018 May 03,گزارش اختصاصی همشهری ورزشی از روز شاد طرفداران نساجی که تیم‌شان پس از 24 سال به سطح اول فوتبال ایران بازگشت
2018 May 05,کابوس سقوط هواپیما روی شهر تازه داشت سایه برمی‌داشت که کابوس زلزله ‌به جان سی‌سختی‌ها افتاد. دوباره صبح بود. چهارشنبه. همین 3روز پیش. دامنه دنا سرگذاشت به عصیان. زمین لرزید. زلزله‌ای به بزرگی 5.2ریشتر. حالا کوه ریزش کرده، آشیانه‌ها از پا درآمده و دامنه‌نشینان آواره خیابان شده‌اند.
2018 May 05,کتاب «مرد بحران‌ها» که کارنامه و خاطرات سال ۱۳۷۴ آیت‌الله‌ هاشمی رفسنجانی است، روز گذشته با حضور محسن‌هاشمی رئیس شورای شهر تهران در نمایشگاه کتاب رونمایی شد.
2018 May 05,بیست سی سال پیش هم، هر بار که نمایشگاه کتاب برگزار می‌شد، اوضاع همانی بود که انتظار می‌رفت. بعضی‌ها تعجب می‌کردند که چرا در طول سال وضعیت کتابخوانی این همه بی‌رونق است اما نمایشگاه کتاب، چنین پررونق؟ خیلی‌ها به‌درستی، نمایشگاه کتاب را برای گروهی از بازدیدکنندگان فرصتی برای تفرج و گشت‌وگذار تعبیر می‌کنند که استقبال از آن، به‌معنای رونق کتابخوانی نیست اما به هر حال غنیمت است، و بهتر از نبودنش.
2018 May 05,قرعه‌کشی مرحله نهایی رقابت‌های جام ملت‌های آسیا 2019، دیشب در دبی برگزار شد و تیم‌ملی کشورمان در کنار تیم‌های عراق، ویتنام و یمن در گروه D قرار گرفت.
2018 May 05,محمدجواد ظریف، وزیر خارجه ایران، یک هفته مانده به اعلام نظر ترامپ درباره توافق هسته‌ای در یک پیام ویدئویی هشدار داده که ایران مجددا درباره برجام مذاکره نمی‌کند.
2018 May 05,طرح ترافیک جدید پایتخت از امروز در محدوده مرکزی شهر اجرایی می‌شود. معاون حمل‌ونقل و ترافیک شهرداری تهران:‌ مهم‌ترین تغییرات این طرح نسبت به سال‌های گذشته این بوده که دسترسی عموم مردم به آن، بیشتر شده و سهمیه روزانه به دو برابر سال گذشته افزایش یافته است.
2018 May 05,ناصر چشم‌آذر، آهنگساز و موسیقی‌دان کشورمان صبح روز جمعه ۱۴ اردیبهشت‌ماه در بیمارستان باهنر بر اثر سکته قلبی دارفانی را وداع گفت.
2018 May 06,«کلاس‌های مدارس سال دیگر معلم ندارند و ما با بحران شدید نیرو در مدارس روبه‌رو هستیم»
2018 May 06,شاید بسیاری از اهالی تهران خبر نداشته باشند که در فاصله‌ای نه‌چندان دور از پایتخت ایران، «عراقی» کوچک قرار دارد؛ عراقی که اگرچه تنها 4دهه از آغاز قصه‌ آن می‌گذرد اما به گواه ساکنانش به بخشی مهم از هویت تهران و شهر ری تبدیل شده است.
2018 May 06,گفته می‌شود نتانیاهو در آخرین ملاقاتش به ترامپ گفته بود بدون یک تهدید جدی و محکم علیه برجام، اروپا و کنگره با وی همراهی نخواهند کرد.
2018 May 06,در شکل‌گیری فساد، سوءاستفاده از قدرت و پوشاندن ناکارآمدی‌ها، علل و عوامل مختلفی دخالت دارند. اما مهم‌ترین یا یکی از مهم‌ترین این عوامل «پنهان‌کاری» در ساخت اداری است.
